name,location__city,location__neighborhood,LONG,LAT ,categories__001,categories__002,categories__003,bio__summary,bio__url,bio__birthdate,bio__deathdate,bio__yearsActiveStart,bio__yearsActiveEnd,youtube__clipExampleUrl
Coolio,Los Angeles,Compton,-118.211126,33.874362,rapper,,,"Artis Leon Ivey Jr. (born August 1, 1963), known professionally as Coolio, is an American rapper, chef, actor, and record producer.",https://en.wikipedia.org/wiki/Coolio,1963-08-01T00:00:00.000Z,null,1987,null,https://www.youtube.com/embed/N6voHeEa3ig
Warren G,Los Angeles,Long Beach,-118.143048,33.800424,producer / dj,rapper,,"Warren Griffin III (born November 10, 1970)[1] better known by his stage name Warren G, is an American West Coast rapper and hip hop producer.",https://en.wikipedia.org/wiki/Warren_G,1970-11-10T00:00:00.000Z,null,1992,null,https://www.youtube.com/embed/1plPyJdXKIY
Nate Dogg,Los Angeles,Longbeach,-118.145006,33.782685,rapper,singer,,"Nathaniel Dwayne Hale (August 19, 1969 – March 15, 2011), better known by his stage name Nate Dogg, was an American rapper, singer. He was known as one of the pioneers of West Coast hip hop. ",https://en.wikipedia.org/wiki/Nate_Dogg,1969-08-19T00:00:00.000Z,2011-03-15T00:00:00.000Z,1991,2011,https://www.youtube.com/embed/pWUMSPekHBE
The Game,Los Angeles,Compton,-118.227222,33.891111,rapper,,,"Jayceon Terrell Taylor (born November 29, 1979), better known by his stage name The Game (or simply Game), is an American rapper from Los Angeles.",https://en.wikipedia.org/wiki/The_Game_(rapper),1979-11-29T00:00:00.000Z,null,2002,null,https://www.youtube.com/embed/tDkmhZIQ9jo
Ice-T,Los Angeles,Crenshaw,-118.329661,33.996677,rapper,,,"Tracy Lauren Marrow (born February 16, 1958) better known by his stage name Ice-T, is an American rapper and actor. He began his career as a rapper in the 1980s.",https://en.wikipedia.org/wiki/Ice-T,1958-02-16T00:00:00.000Z,null,1982,null,https://www.youtube.com/embed/_nODi6OECzs
IshDARR,Milwaukee,,-87.92027,43.089722,rapper,,,"Ishmael Ali, born in 1996, better known by his stage name Ish DARR is an American Hip Hop artist and performer from Milwaukee.",https://en.wikipedia.org/wiki/IshDARR,null,null,2013,null,https://www.youtube.com/embed/-heyCmkqwZM
The Dope Poet Society,Toronto,,-79.544233,43.658573,group,,,"The Dope Poet Society is a hip hop group from Toronto, Ontario, Canada. Their music is characterized by clever and sometimes controversial lyrics. ProfessorD.us (formerly Professor D) is the lead vocalist of the group, known for his tongue twisting, “rapid fire” rap style.",https://en.wikipedia.org/wiki/The_Dope_Poet_Society,null,null,1995,null,https://www.youtube.com/embed/k7HCZYvcl4E?list=PLHQiNC5MkMHsVQXi1GZiAY0Sx8GjWqWf0
Immortal Technique,New York,Harlem,-73.952751,40.786914,rapper,,,"Felipe Andres Coronel (born February 19, 1978), better known by the stage name Immortal Technique, is an American rapper and urban activist. Most of his lyrics focus on controversial issues in global politics.",https://en.wikipedia.org/wiki/Immortal_Technique,1978-02-19T00:00:00.000Z,null,2000,null,https://www.youtube.com/embed/qggxTtnKTMo
Chance the Rapper,Chicago,West Chatham,-87.628899,41.744289,producer / dj,rapper,singer,"Chancelor Johnathan Bennett (born April 16, 1993), known professionally as Chance the Rapper, is an American hip hop recording artist from the West Chatham neighborhood of Chicago, Illinois.",https://en.wikipedia.org/wiki/Chance_the_Rapper,1993-04-16T00:00:00.000Z,null,2011,null,https://www.youtube.com/embed/h8nIHZ-0kS4
The St. Lunatics,St. Louis,,-90.226303,38.60635,group,,,"The St. Lunatics are a hip hop group from St. Louis Missouri, United States, formed in 1993. The group consists of Nelly, Ali, Murphy Lee, Kyjuan, and City Spud.",https://en.wikipedia.org/wiki/St._Lunatics,null,null,1993,null,https://www.youtube.com/embed/TfSXeekAUwI
Nelly,St. Louis,,-90.225617,38.636928,rapper,,,"Cornell Iral Haynes, Jr. (born November 2, 1974), known professionally as Nelly, is an American rapper, singer, songwriter, entrepreneur, investor, and occasional actor from St. Louis, Missouri.",https://en.wikipedia.org/wiki/Nelly,1974-11-02T00:00:00.000Z,null,1993,null,https://www.youtube.com/embed/GeZZr_p6vB8
Bone Thugs-N-Harmony,Cleveland,,-81.658483,41.485406,group,,,"Bone Thugs-N-Harmony is an American hip hop group from Cleveland, Ohio. It consists of rappers Bizzy Bone, Wish Bone, Layzie Bone, Krayzie Bone & Flesh-N-Bone.",https://en.wikipedia.org/wiki/Bone_Thugs-n-Harmony,null,null,1991,null,https://www.youtube.com/embed/4j_cOsgRY7w
Evil Pimp,Cedar Rapids,,-91.558652,41.957204,producer / dj,rapper,,"Evil Pimp (born Catrin Terrell Rhodes) is an American recording rap artist from Cedar Rapids. Know for is Memphis rap style, he is the the founder of the group Krucifix Klan.",https://en.wikipedia.org/wiki/Evil_Pimp,null,null,1996,null,https://www.youtube.com/embed/iH6fZpxwdYk
Yo Gotti,Memphis,Frayser,-90.003333,35.2175,rapper,,,"Mario Mims (born May 19, 1981), better known by his stage name Yo Gotti, is an American rapper from Memphis.",https://en.wikipedia.org/wiki/Yo_Gotti,1981-05-19T00:00:00.000Z,null,2000,null,https://www.youtube.com/embed/U1rgr6rumn8
Koopsta Knicca,Memphis,,-90.035626,35.14056,rapper,,,"Robert Cooper Phillips (April 27, 1975 – October 9, 2015), better known by his stage name Koopsta Knicca, was an American rapper. He was best known as one of the members of the Memphis rap group Three 6 Mafia.",https://en.wikipedia.org/wiki/Koopsta_Knicca,1975-04-27T00:00:00.000Z,2015-10-09T00:00:00.000Z,1994,2015,https://www.youtube.com/embed/6fHiMo5Izu4
Xzibit,Detroit,,-83.023499,42.352718,rapper,,,"Alvin Nathaniel Joiner (born September 18, 1974), better known by his alias Xzibit (pronounced ""exhibit""), is an American rapper, actor, television host, radio personality and record producer.",https://en.wikipedia.org/wiki/Xzibit,1974-09-18T00:00:00.000Z,null,1995,null,https://www.youtube.com/embed/heGUAjA9db8
J Dilla,Detroit,,-83.070953,42.425793,producer / dj,,,"James Dewitt Yancey, better known by the stage names J Dilla and Jay Dee, was an American record producer and rapper who emerged from the mid-1990s underground hip hop scene in Detroit.",https://en.wikipedia.org/wiki/J_Dilla,1974-02-07T00:00:00.000Z,2006-02-10T00:00:00.000Z,1993,2006,https://www.youtube.com/embed/fC3Cthm0HFU
Joey bada$$,Brooklyn,Bedford–Stuyvesant,-73.944444,40.688889,rapper,singer,,"Jo-Vaughn Virginie Scott (born January 20, 1995), better known by his stage name Joey Badass (stylized as Joey Bada$$), is an American hip hop recording artist and actor.",https://en.wikipedia.org/wiki/Joey_Badass,1995-01-20T00:00:00.000Z,null,2010,null,https://www.youtube.com/embed/yRfQGXFRr30
Mick Jenkins,Chicago,,-87.6092301,41.7293151,rapper,,,"Jayson Mick Jenkins (born April 16, 1991), better known as Mick Jenkins, is an American hip hop recording artist signed to Cinematic Music Group.",https://en.wikipedia.org/wiki/Mick_Jenkins_(rapper)Mick Jenkins,1991-04-16T00:00:00.000Z,null,2012,null,https://www.youtube.com/embed/GigIohlYqEI
Pusha T,Virginia Beach,,-75.9921208,36.8853221,rapper,,,"Terrence LeVarr Thornton (born May 13, 1977), better known by his stage name Pusha T, is an American hip hop recording artist.",https://en.wikipedia.org/wiki/Pusha_T,1977-05-13T00:00:00.000Z,null,1992,null,https://www.youtube.com/embed/NPI_6MX74j4
Schoolboy Q,Los Angeles,South Central,-118.284811,33.996673,rapper,,,"Quincy Matthew Hanley (born October 26, 1986), better known by his stage name Schoolboy Q (often stylized ScHoolboy Q), is an American hip hop recording artist from South Central Los Angeles, California.",https://en.wikipedia.org/wiki/Schoolboy_Q,1986-10-26T00:00:00.000Z,null,2009,null,https://www.youtube.com/embed/KnnYiW5dnhQ
Lauryn Hill,South Orange,,-74.265698,40.735581,rapper,singer,,"Lauryn Noelle Hill (born May 26, 1975) is an American singer, songwriter, rapper, record producer, and actress. She is best known for being a member of the Fugees.",https://en.wikipedia.org/wiki/Lauryn_Hill,1975-05-26T00:00:00.000Z,null,1991,null,https://www.youtube.com/embed/T6QKqFPRZSA
Jadakiss,New York,Yonkers,-73.889011,40.950239,rapper,,,"Jason Phillips (born May 27, 1975), better known as Jadakiss, is an American rapper. He is a member of the group The LOX and the hip hop collective Ruff Ryders.",https://en.wikipedia.org/wiki/Jadakiss,1975-05-27T00:00:00.000Z,null,1991,null,https://www.youtube.com/embed/0-cpL--0AQA?list=PLfYrvu4I7xibROCK1PLIGLSb3sKYsFYMM
Missy Elliott,Portsmouth,,-76.381403,36.815125,rapper,,,"Melissa Arnette ""Missy"" Elliott (born July 1, 1971), often known professionally as Missy ""Misdemeanor"" Elliott, is an American rapper, dancer, and record producer.",https://en.wikipedia.org/wiki/Missy_Elliott,1971-07-01T00:00:00.000Z,null,1989,null,https://www.youtube.com/embed/cjIvu7e6Wq8
Beastie Boys,New York,,-73.995674,40.741088,group,,,"The Beastie Boys were an American hip hop group from New York City formed in 1981. The group comprised Michael ""Mike D"" Diamond (vocals, drums), Adam ""MCA"" Yauch (vocals, bass) and Adam ""Ad-Rock"" Horovitz (vocals, guitar).",https://en.wikipedia.org/wiki/Beastie_Boys,null,null,1981,2012,https://www.youtube.com/embed/z5rRZdiu1UE
Mobb Deep,Queens,Queensbridge,-73.94694,40.754335,group,,,Mobb Deep is an American hip hop duo from the Queensbridge Houses in New York City. The group consists of Havoc (born Kejuan Muchita) and Prodigy (born Albert Johnson) .,https://en.wikipedia.org/wiki/Mobb_Deep,null,null,1991,2017,https://www.youtube.com/embed/yoYZf-lBF_U
Busta Rhymes,New York,Uniondale,-73.591274,40.695383,rapper,,,"Trevor George Smith, Jr., (born May 20, 1972) better known by his stage name Busta Rhymes, is an American rapper, actor, record producer and record executive.",https://en.wikipedia.org/wiki/Busta_Rhymes,1972-05-20T00:00:00.000Z,null,1989,null,https://www.youtube.com/embed/W7FfCJb8JZQ
Queen Latifah,East Orange,,-74.213075,40.765586,rapper,singer,,"Dana Elaine Owens (born March 18, 1970), known professionally by her stage name Queen Latifah, is an American rapper, songwriter, singer.",https://en.wikipedia.org/wiki/Queen_Latifah,1970-03-18T00:00:00.000Z,null,1989,null,https://www.youtube.com/embed/f8cHxydDb7o
Nicki Minaj,New York,Queens,-73.791237,40.674942,rapper,singer,,"Onika Tanya Maraj (born December 8, 1982), known professionally as Nicki Minaj, is a Trinidadian-born American rapper, singer, and songwriter.",https://en.wikipedia.org/wiki/Nicki_Minaj,1982-12-08T00:00:00.000Z,null,2004,null,https://www.youtube.com/embed/LDZX4ooRsWs
Kendrick Lamar,Los Angeles,Compton,-118.251462,33.907122,rapper,,,"Kendrick Lamar Duckworth (born June 17, 1987) is an American rapper and songwriter from Compton Los Angeles.",https://en.wikipedia.org/wiki/Kendrick_Lamar,1987-06-17T00:00:00.000Z,null,2004,null,https://www.youtube.com/embed/GF8aaTu2kg0
Kanye West,Chicago,Oak Lawn,-87.769401,41.698532,producer / dj,rapper,,"Kanye Omari West (born June 8, 1977) is an American rapper, songwriter, record producer, fashion designer, and entrepreneur. Born in Atlanta and raised in Chicago.",https://en.wikipedia.org/wiki/Kanye_West,1977-06-08T00:00:00.000Z,null,1996,null,https://www.youtube.com/embed/q604eed4ad0
Eminem,Detroit,,-83.000062,42.442723,rapper,,,"Marshall Bruce Mathers III (born October 17, 1972), known professionally as Eminem (often stylized as EMINƎM), is an American rapper, record producer, and actor.",https://en.wikipedia.org/wiki/Eminem,1972-10-17T00:00:00.000Z,null,1992,null,https://www.youtube.com/embed/eJO5HU_7_1w
Snoop Dogg,Long beach,,-118.173652,33.78444,rapper,,,"Cordozar Calvin Broadus, Jr. (born October 20, 1971), known professionally as Snoop Dogg (formerly called Snoop Doggy Dogg and Snoop Lion), is an American rapper and actor from Long Beach, California.",https://en.wikipedia.org/wiki/Snoop_Dogg,1971-10-20T00:00:00.000Z,null,1991,null,https://www.youtube.com/embed/DI3yXg-sX5c
Q-Tip,St Albans,Queens,-73.774743,40.692396,rapper,,,"Kamaal Ibn John Fareed (born Jonathan William Davis on April 10, 1970), better known by his stage name Q-Tip, is an American rapper, singer, actor, record producer and DJ. He embarked on his music career as part of the East Coast hip hop group A Tribe Called Quest.",https://en.wikipedia.org/wiki/Q-Tip_(musician),1970-04-10T00:00:00.000Z,null,1985,null,https://www.youtube.com/embed/n8omE8XPeYE
Big Daddy Kane,Brooklyn,Bedford Stuyvesant,-73.946079,40.686695,rapper,,,"Antonio Hardy (born September 10, 1968), better known by his stage name Big Daddy Kane, is a Grammy Award-winning American rapper and actor who started his career in 1986 as a member of the rap collective the Juice Crew.",https://en.wikipedia.org/wiki/Big_Daddy_Kane,1968-10-10T00:00:00.000Z,null,1986,null,https://www.youtube.com/embed/2l2O-JOXG_I
Slick Rick,New York,Bronx,-73.917884,40.813457,rapper,,,"Richard Martin Lloyd Walters (born January 14, 1965; better known as Slick Rick, Rick The Ruler and Ricky Dee) is a British-born American rapper. ",https://en.wikipedia.org/wiki/Slick_Rick,1965-01-14T00:00:00.000Z,null,1985,null,https://www.youtube.com/embed/HjNTu8jdukA
Rakim,New York,Wyandanch,-73.3655864,40.7251749,rapper,,,"William Michael Griffin (born January 28, 1968), better known by his stage name Rakim, is an American rapper. One half of golden age hip hop duo Eric B. & Rakim.",https://en.wikipedia.org/wiki/Rakim,1968-01-28T00:00:00.000Z,null,1986,null,https://www.youtube.com/embed/M34OelgSlKI
LL Cool J,Hollis,Queens,-73.764675,40.709236,rapper,,,"James Todd Smith (born January 14, 1968), known professionally as LL Cool J (short for Ladies Love Cool James), is an American rapper, actor, author, and entrepreneur from Queens, New York.",https://en.wikipedia.org/wiki/LL_Cool_J,1968-01-14T00:00:00.000Z,null,1984,null,https://www.youtube.com/embed/NEUX-HYRtUA
Grandmaster Caz,New York,Bronx,-73.927452,40.834026,producer / dj,rapper,,"Curtis Fisher (born April 18, 1961), better known by his stage name Grandmaster Caz, is an American rapper, songwriter and DJ.",https://en.wikipedia.org/wiki/Grandmaster_Caz,1961-04-18T00:00:00.000Z,null,1977,2010,https://www.youtube.com/embed/lDlgB9MbLNA
A Tribe Called Quest,New York,Queens,-73.7624,40.6916,group,,,"A Tribe Called Quest is an American hip-hop group formed in 1985 and originally composed of MC and producer Q-Tip, the late MC Phife Dawg and DJ and producer Ali Shaheed Muhammad.",https://en.wikipedia.org/wiki/A_Tribe_Called_Quest,null,null,1985,2017,https://www.youtube.com/embed/1QWEPdgS3As
Kurtis Blow,New York,Harlem,-73.94133,40.81573,rapper,,,"Kurt Walker (born August 9, 1959), professionally known by his stage name Kurtis Blow, is an American rapper and record producer.",https://en.wikipedia.org/wiki/Kurtis_Blow,1959-08-09T00:00:00.000Z,null,1979,null,https://www.youtube.com/embed/FcLITA7Ugw0
The Sugarhill Gang,Englewood,,-73.976025,40.89204,group,,,"The Sugarhill Gang is an American hip hop group, known mostly for its 1979 hit ""Rapper's Delight,"" the first rap single to become a Top 40 hit on the Billboard Hot 100.",https://en.wikipedia.org/wiki/The_Sugarhill_Gang,null,null,1979,1985,https://www.youtube.com/embed/mcCK99wHrk0
Afrika Bambaataa,Bronx,Bronx River Houses,-73.876652,40.835033,producer / dj,,,"frika Bambaataa (born April 17, 1957) is an American disc jockey from the South Bronx, New York. He is notable for releasing a series of genre-defining electro tracks in the 1980s that influenced the development of hip hop culture.",https://en.wikipedia.org/wiki/Afrika_Bambaataa,1957-04-17T00:00:00.000Z,null,1977,null,https://www.youtube.com/embed/hh1AypBaIEk
Grandmaster Flash,New York,Bronx,-73.9074,40.8103,rapper,,,"Joseph Saddler (born January 1, 1958), better known as Grandmaster Flash, is a Bajan-American hip hop recording artist and DJ. He is considered to be one of the pioneers of hip-hop DJing, cutting, and mixing. ",https://en.wikipedia.org/wiki/Grandmaster_Flash,1958-01-01T00:00:00.000Z,null,1978,2000,https://www.youtube.com/embed/gYMkEMCHtJ4
DJ Kool Herc,New York,Bronx,-73.924342,40.847078,producer / dj,,,"Clive Campbell (born 16 April 1955), better known by his stage name DJ Kool Herc, is a Jamaican-American DJ who is credited with originating hip hop music in the early 1970s in The Bronx, New York City. ",https://en.wikipedia.org/wiki/DJ_Kool_Herc,1955-04-16T00:00:00.000Z,null,1973,1980,https://www.youtube.com/embed/Kb3Tg0N2k7M
Jean Grae,New York,Chelsea,-73.996943,40.744391,rapper,,,"Jean Grae (born Tsidi Ibrahim, November 26, 1976), formerly known as What? What?, is an American hip hop recording artist from Brooklyn, New York City.",https://en.wikipedia.org/wiki/Jean_Grae,1976-11-26T00:00:00.000Z,null,1996,null,https://www.youtube.com/embed/X9gE4ybCp_c
DMX,Yonkers,School Street Project,-73.894868,40.929818,rapper,,,"Earl Simmons (born December 18, 1970), professionally known as DMX, is an American rapper, record producer, and actor.",https://en.wikipedia.org/wiki/DMX_(rapper),1970-06-18T00:00:00.000Z,null,1991,null,https://www.youtube.com/embed/thIVtEOtlWM
Run–D.M.C.,Queens,Hollis,-73.753115,40.706475,group,,,"Run–D.M.C. was an American hip hop group from Hollis, Queens, New York, founded in 1981 by Joseph Simmons, Darryl McDaniels, and Jason Mizell.",https://en.wikipedia.org/wiki/Run%E2%80%93D.M.C.,null,null,1981,2002,https://www.youtube.com/embed/l-O5IHVhWj0
Omnikrom,Montréal,,-73.749948,45.484446,group,,,"Omnikrom is a Canadian rap, crunk, and electro group formed in Montréal.",https://en.wikipedia.org/wiki/Omnikrom,null,null,2004,2010,https://www.youtube.com/embed/lKpTfeb8qMI
Ghislain Poirier,Montreal,,-73.618425,45.504921,producer / dj,,,"Ghislain Poirier, often known simply as Poirier, is a DJ/producer from Montreal who is signed to the Ninja Tune record label.",https://en.wikipedia.org/wiki/Ghislain_Poirier,null,null,2001,null,https://www.youtube.com/embed/hgqKa0tBZYU
Tory Lanez,Toronto,,-79.378138,43.666488,rapper,singer,,"Daystar Peterson (born July 27, 1992), better known by his stage name Tory Lanez, is a Canadian hip hop recording artist.",https://en.wikipedia.org/wiki/Tory_Lanez,1992-07-27T00:00:00.000Z,null,2009,null,https://www.youtube.com/embed/tipfVjCASJg
Professor Griff,Long Island,Roosevelt,-73.571204,40.66777,rapper,,,"Richard Griffin (born August 1, 1960), better known by his stage name Professor Griff, is an American rapper, spoken word artist, and lecturer. He is a member of the hip hop group Public Enemy and head of the group Security of the First World.",https://en.wikipedia.org/wiki/Professor_Griff,1960-08-01T00:00:00.000Z,null,1982,null,
Flavor Flav,Long Island,Roosevelt,-73.595076,40.674075,rapper,,,"William Jonathan Drayton Jr. (born March 16, 1959), better known by his stage name Flavor Flav, is an American musician, rapper, actor, television personality, and comedian who rose to prominence as a member of the hip-hop group Public Enemy.",https://en.wikipedia.org/wiki/Flavor_Flav,1959-03-16T00:00:00.000Z,null,1982,null,https://www.youtube.com/embed/T8IdlvRBVzw
Chuck D,Long Island,Roosevelt,-73.582796,40.682377,rapper,,,"Carlton Douglas Ridenhour (born August 1, 1960), known professionally as Chuck D, is an American rapper, author, and producer member of the rap group Public Enemy.",https://en.wikipedia.org/wiki/Chuck_D,1960-08-01T00:00:00.000Z,null,1981,null,
Public Enemy ,Long Island,,-73.651272,40.721565,group,,,"Public Enemy is an American hip hop group consisting of Chuck D, Flavor Flav, Professor Griff, Khari Wynn, DJ Lord, and the S1W group from Long Island.",https://en.wikipedia.org/wiki/Public_Enemy_(band),null,null,1986,null,https://www.youtube.com/embed/8PaoLy7PHwk
Wu-Tang Clan,New York,Staten Island,-74.094637,40.614784,group,,,"Wu-Tang Clan is an American hip hop group from New York City, originally composed of East Coast rappers RZA, GZA, Ol' Dirty Bastard, Method Man, Raekwon, Ghostface Killah, Inspectah Deck, U-God and Masta Killa.",https://en.wikipedia.org/wiki/Wu-Tang_Clan,null,null,1992,null,https://www.youtube.com/embed/PBwAxmrE194
KRS-One,Bronx,South Bronx,-73.916222,40.819778,rapper,,,"Lawrence Parker (born August 20, 1965), better known by his stage names KRS-One, and Teacha, is an American rapper and occasional producer from The Bronx, New York City, New York.",https://en.wikipedia.org/wiki/KRS-One,1965-08-20T00:00:00.000Z,null,1983,null,https://www.youtube.com/embed/9ZrAYxWPN6c
50 Cent,Queens,South Jamaica,-73.77459,40.668703,rapper,,,"Curtis James Jackson III (born July 6, 1975), known professionally as 50 Cent, is an American rapper, actor, businessman, and investor.",https://en.wikipedia.org/wiki/50_Cent,1975-07-06T00:00:00.000Z,null,1998,null,https://www.youtube.com/embed/5qm8PH4xAss
Max B,New York,Harlem,-73.946897,40.805873,rapper,,,"Charly Wingate (born May 21, 1978), better known by his stage name Max B, is an American hip hop recording artist from Harlem, New York. In mid 2009, he was sentenced to 75 years in prison on conspiracy charges pertaining to armed robbery, kidnapping, aggravated assault and felony murder.",https://en.wikipedia.org/wiki/Max_B,1978-05-21T00:00:00.000Z,null,2005,null,https://www.youtube.com/embed/UrsUCDb5LJs
Masta Killa,Brooklyn,East New York,-73.884644,40.663512,rapper,,,"Jamel Irief (born Elgin Turner; August 18, 1969), better known by his stage name Masta Killa, is an American rapper and member of the Wu-Tang Clan.",https://en.wikipedia.org/wiki/Masta_Killa,1969-08-18T00:00:00.000Z,null,1992,null,https://www.youtube.com/embed/QZ5Rbla6jJA
U-God,Brooklyn,Brownsville,-73.907668,40.665087,rapper,,,"Lamont Jody Hawkins (born October 11, 1970), better known as U-God (short for Universal God), is an American rapper and member of the hip hop collective, Wu-Tang Clan.",https://en.wikipedia.org/wiki/U-God,1970-10-11T00:00:00.000Z,null,1991,null,https://www.youtube.com/embed/oFXEqUDmkgQ
Inspectah Deck,Staten Island,,-74.070152,40.612005,rapper,,,"Jason Hunter better known by his stage name Inspectah Deck, is an American rapper, producer, and member of the groups Wu-Tang Clan and Czarface.",https://en.wikipedia.org/wiki/Inspectah_Deck,1970-07-06T00:00:00.000Z,null,1992,null,https://www.youtube.com/embed/W-9e3hCvE28
Ghostface Killah,Stapleton,Staten Island,-74.077778,40.626667,rapper,,,"Dennis Coles (born May 9, 1970) better known by his stage name Ghostface Killah, is an American rapper and prominent member of the Wu-Tang Clan.",https://en.wikipedia.org/wiki/Ghostface_Killah,1970-05-09T00:00:00.000Z,null,1991,null,https://www.youtube.com/embed/ieWt8mLDhVs
GZA,New York,Brooklyn,-74.01394,40.641897,rapper,,,"Gary Grice (born August 22, 1966), better known by his stage names GZA and The Genius, is an American rapper and songwriter.",https://en.wikipedia.org/wiki/GZA,1966-08-22T00:00:00.000Z,null,1987,null,https://www.youtube.com/embed/ZiQoVv0FSKQ
RZA,New York,Brooklyn,-74.006393,40.6267,rapper,,,"Robert Fitzgerald Diggs, better known by his stage name RZA, is an American rapper, record producer, musician, actor, filmmaker and author.",https://en.wikipedia.org/wiki/RZA,1969-07-05T00:00:00.000Z,null,1989,null,https://www.youtube.com/embed/CE3hb__ylG4
Raekwon,Staten Island,Clifton,-74.0775,40.620278,rapper,,,"Corey Quontrell Woods (born January 12, 1970), better known by the stage name Raekwon, is an American rapper and a member of the Wu-Tang Clan.",https://en.wikipedia.org/wiki/Raekwon,1970-01-12T00:00:00.000Z,null,1991,null,https://www.youtube.com/embed/9pRHZm8LPZQ
Ol' Dirty Bastard,New York,Brooklyn,-73.970845,40.683065,rapper,,,"Russell Tyrone Jones better known under his stage name Ol' Dirty Bastard (or ODB), was an American rapper and producer. He was one of the founding members of the Wu-Tang Clan.",https://en.wikipedia.org/wiki/Ol%27_Dirty_Bastard,1968-11-15T00:00:00.000Z,2004-11-13T00:00:00.000Z,1991,2004,https://www.youtube.com/embed/4ITLNzPoEqs
UGK,Port Arthur,,-93.9479217,29.8839586,group,,,"UGK (short for Underground Kingz) was an American hip hop duo from Port Arthur, Texas, formed in 1987, by the late Chad ""Pimp C"" Butler and Bernard ""Bun B"" Freeman.",https://en.wikipedia.org/wiki/UGK,null,null,1992,2009,https://www.youtube.com/embed/i9p34WY_2WI
Bun B,Port Arthur,,-93.9676072,29.8467404,rapper,,,"Bernard Freeman (born March 19, 1973) known by his stage name Bun B, is an American rapper and was one half of the southern rap duo UGK (UnderGround Kingz).",https://en.wikipedia.org/wiki/Bun_B,1973-03-19T00:00:00.000Z,null,1987,null,https://www.youtube.com/embed/CQL-IFEk6hw
Pimp C,Port Arthur,,-93.9303966,29.8627186,rapper,,,"Chad Lamont Butler, better known by his stage name Pimp C, was an American hip hop recording artist and producer. He was best known for his work with Bun B as a founding member of the Underground Kingz (UGK).",https://en.wikipedia.org/wiki/Pimp_C,1973-12-29T00:00:00.000Z,2007-12-04T00:00:00.000Z,1987,2007,https://www.youtube.com/embed/Qo2hlWLno5Y
Meek Mill,Philadelphia,,-75.1320267,39.9775341,rapper,,,"Robert Rihmeek Williams (born May 6, 1987), better known by his stage name Meek Mill, is an American hip hop recording artist. Raised in Philadelphia.",https://en.wikipedia.org/wiki/Meek_Mill,1987-05-06T00:00:00.000Z,null,2003,null,https://www.youtube.com/embed/8rgXN5xn3mc
Roi Heenok,Montreal,Rive Sud,-73.461111,45.435,rapper,,,"Henoc Beauséjour (born November 18, 1973) known by his stage name Roi Heenok is a Canadian rapper, producer and entrepreneur of Haitian descent from Montreal, Canada.",https://en.wikipedia.org/wiki/Roi_Heenok,1973-11-18T00:00:00.000Z,null,2003,null,https://www.youtube.com/embed/8zQQrJYgN2E
Lil B,Berkeley,,-122.292421,37.89589,rapper,,,"Brandon Christopher McCartney (born August 17, 1989), professionally known as Lil B and as The BasedGod, is an American rapper from Berkeley, California.",https://en.wikipedia.org/wiki/Lil_B,1989-08-17T00:00:00.000Z,null,2004,null,https://www.youtube.com/embed/_Uj30xZWOLE?list=RDzr9y-yh8Xt8
Chris Travis,Memphis,Orange Mound,-89.96781,35.108774,rapper,,,"Chris Travis (born December 2, 1993) is an American hip hop recording artist, from Memphis, Tennessee. He is best known for being the originator of the ""WaterBoyz"" lifestyle/movement.",https://en.wikipedia.org/wiki/Chris_Travis,1993-12-02T00:00:00.000Z,null,2011,null,https://www.youtube.com/embed/fmq39rSBi6g
Demi Portion,Sète,L'île de Thau,3.6610923,43.4134249,rapper,,,"Rachid Daif know has Demi-Portion, is a French rapper from Sète.",https://fr.wikipedia.org/wiki/Demi_Portion,1983-09-15T00:00:00.000Z,null,2002,null,https://www.youtube.com/embed/cUTTwQfA0k4
Lil Boosie,Baton Rouge,,-91.190339,30.422383,rapper,,,"Torrence Hatch (born November 14, 1982), known professionally as Boosie Badazz (formerly known as Lil Boosie), is an American rapper from Baton Rouge, Louisiana.",https://en.wikipedia.org/wiki/Boosie_Badazz,1982-11-14T00:00:00.000Z,null,1996,null,https://www.youtube.com/embed/n72jR6P_RDk?list=RDYwZYZsV5yQ0
Kodak Black,Pompano Beach,Golden Acres,-80.1460351,26.244499,rapper,,,"Dieuson Octave (born June 11, 1997), better known by his stage name Kodak Black, is an American hip hop recording artist.",https://en.wikipedia.org/wiki/Kodak_Black,1997-06-11T00:00:00.000Z,null,2009,null,https://www.youtube.com/embed/pzhctd7n_fA
Denzel curry,Miami,Carol City,-80.2573833,25.9413812,rapper,,,"Denzel Rae Don Curry (born February 16, 1995) is an American hip hop recording artist from Carol City, Florida.",https://en.wikipedia.org/wiki/Denzel_Curry,1995-02-16T00:00:00.000Z,null,2009,null,https://www.youtube.com/embed/q8VO4Rm3ulw
Gunplay ,Miami,Carol City,-80.289421,25.927072,rapper,,,"Richard Morales, Jr. (born July 18, 1979), better known by his stage name Gunplay, is an American hip hop recording artist from Carol City, Florida.",https://en.wikipedia.org/wiki/Gunplay_(rapper),1979-07-18T00:00:00.000Z,null,1997,null,https://www.youtube.com/embed/WwfHcsKcUxg
