Lyrics,Count
(Snoop)x2,2
"rent,",2
dippers,2
"N-O,",2
crack-a-lackin',2
bodyguard,2
"Farmville,",2
"(hey,",2
(Oh-hooo!),2
"someway,",2
sir.,2
Patty,2
"(""DPG",2
backstreets,2
ha!),2
Izzle,2
regal,2
pickin',2
"skunk,",2
Royal,2
killings,2
Whattup!?,2
dozen,2
philly,2
"flavors,",2
yizzawnin,2
Sally,2
Walkin,2
"Go,",2
lame.,2
individual,2
Slaps,2
hootin',2
hair-triggers,2
splitted,2
elbow,2
Gators,2
(watch,2
pistachios,2
"underwear,",2
loca,2
"up"",",2
Gunna,2
"(woo,",2
chiquitas,2
verses,2
bucking,2
mister,2
Freaky,2
diesel,2
"sit,",2
Dripping,2
sizzay,2
"on),",2
swatted,2
Ying-Yang,2
"Lotus,",2
"Inglewood,",2
Wimbledon,2
"shape,",2
trashy,2
skanless,2
"nigga""",2
Flow,2
Fanny,2
cool-aid,2
bootie,2
drop-top,2
Yugo,2
"Play,",2
Criminal,2
hefty,2
odds,2
hopeless,2
"shakin',",2
lane.,2
wand,2
"tomorrow,",2
bouncin,2
mode,2
Sadie,2
ching),2
open?,2
"memories,",2
[Chorus]:,2
"Coochie-loochie,",2
"""don't",2
Funny,2
mile,2
suckaz,2
caine,2
Thirty,2
mind?,2
pow!,2
f*ck.,2
sparrow,2
(beeitch),2
merrier,2
"Jackson,",2
"album,",2
"DB's,",2
"Crazy,",2
jerkin',2
graduate,2
"Dick,",2
sluts,2
four-fifth,2
pretenders,2
row.,2
Mt.,2
"lyin',",2
Simpson,2
Regulate,2
vast,2
flashy,2
Should've,2
(woah-woah-woah),2
dancin,2
tossing,2
"f*cka,",2
"Way,",2
Forty,2
ba-by,2
tizeam,2
"City,",2
"Ushers,",2
D-O-double-gi-zee!,2
"Doggfather,",2
Travel,2
Wilson.,2
Finance,2
man!),2
[T.I.],2
wats,2
changed.),2
genie,2
chemist,2
"plus,",2
style?,2
"D-O-double-Gizze,",2
"ew-ew-ew-ew),",2
"bread""",2
Reme,2
off-beat,2
what'd,2
trill,2
"Freak-a-leek,",2
(Fleetwood),2
aimin',2
Yippie,2
Hangin,2
"champ,",2
sorts,2
"Hit-and-run,",2
[C,2
mothaf***,2
"""Why?"")",2
dying.,2
I...,2
"Soul,",2
budge,2
"snap,",2
scoopin',2
Kurupt's,2
internet,2
(Chips!),2
plotin,2
poem,2
non-fiction,2
"Mother,",2
beenie,2
"related,",2
Spring,2
mesmerized,2
Twisted,2
(Ride,2
Lodi,2
"Youngsta,",2
Mua,2
Mickey,2
(Stop,2
junkie,2
C-I,2
"Swing,",2
A-S-S-A-S-S-I-N,2
jiz-ou,2
"venom,",2
bangs,2
Mid-west,2
bizis,2
lion,2
lessons,2
"twice,",2
Sanders,2
Block,2
invincible,2
Almond,2
asshole!,2
Weigh,2
'nuff,2
Crowd,2
touring,2
jotted,2
Homey,2
Missed,2
Nikes,2
"Playa,",2
degrees,2
"gangsters,",2
stealin',2
soil,2
enough!,2
good!,2
IM,2
Sprayed,2
this's,2
Swimming,2
"ahh,",2
"minces,",2
combo.,2
"banger,",2
meetin',2
"price,",2
biters,2
"Kibbles,",2
cigarettes,2
love)?,2
sharin',2
foreplay,2
"Dollars,",2
"24's,",2
pickin,2
"rat,",2
"spring,",2
(original,2
H's,2
Eva,2
(Tray,2
one-nine-nine-fo',2
you...,2
[Too,2
ganja,2
Wen,2
buddies,2
ministers,2
squabble...Friday,2
æem,2
guerilla,2
"18,",2
rooted,2
"Cat,",2
"anywhere,",2
subs,2
begun,2
380,2
hooks,2
rica,2
huh],2
jeans?,2
Staples,2
(Daddy),2
unto,2
(cupcakes),2
"spree,",2
commence,2
"(Got,",2
DA,2
doggie,2
(Uh,2
Stevie,2
"Motherf*cker,",2
"(changed,",2
"independent,",2
Bossy,2
"snitches,",2
invitations,2
bike,2
"dump,",2
pigeons,2
"peasant,",2
trains,2
Dinner,2
Intercept,2
tu,2
"Beep-beep,",2
"chucks,",2
"twisted,",2
pumping,2
po-pos,2
"Killa,",2
(Those,2
attracting,2
limits,2
ransom,2
anothers,2
Cuz?,2
Order,2
"tool,",2
cob,2
watched,2
reputation,2
mayn,2
pigeon,2
"LB,",2
right?),2
smashed,2
from),2
Conversate,2
"sisters,",2
"P's,",2
teamed,2
(Fiend,2
Crip'd,2
Belaire,2
then.,2
(Death,2
ch-ill,2
commercials?,2
switching,2
rigamortist,2
"focused,",2
"medallions,",2
raps?,2
examples,2
fetti,2
Kevin,2
"shotgun,",2
gossip,2
cheeks,2
brighter,2
Grinch,2
COAST!),2
riddin',2
(Fiend),2
physical,2
Pennies,2
Idahoe,2
are?,2
livin'?,2
"pronto,",2
invent,2
'cause..,2
datted,2
bouncer,2
one-nine-nine-four,2
minister,2
reel,2
Maybelline,2
Treatment,2
background)],2
Yeauh,2
90's,2
"beeeitch,",2
bows,2
Twerkin',2
insides,2
wida,2
on.,2
reefer,2
collaboration,2
"sells,",2
commanded,2
choose),2
peek,2
"community,",2
"spend,",2
Dynamic,2
sumn,2
"Crunch,",2
PI,2
klutz,2
Coulda,2
zoom-zoom-zoom,2
overdid,2
"cutty,",2
coaster,2
toast?,2
life.,2
woo),2
pimpin'),2
"pill,",2
doormat,2
aces,2
"Pause,",2
"average,",2
"Tonight,",2
hood-rat,2
scowlin,2
undergrad,2
band),2
"""DAMN""",2
Breakdown,2
head?,2
"Biggs,",2
Nantes,2
Japanese,2
vocally,2
"issue,",2
broadcasting,2
Pilot,2
'preciate,2
hobby,2
gunplay,2
brother),2
Fendi,2
portion,2
missils,2
weed),2
Screamin',2
Lollipops,2
chit-chat,2
coffins,2
Ballin,2
C-P-T,2
fridge,2
hunter,2
you?),2
roaming,2
8-track,2
pointin',2
"marijuana,",2
barracuda,2
"elevator,",2
witta,2
(As,2
southern,2
"booth,",2
[Lil,2
"Outlaw,",2
sincerely,2
saint,2
celebrating,2
(rollin',2
french-braided,2
unawarely,2
wadn't,2
"runnin',",2
Free)],2
"shake),",2
Saggin',2
dee,2
Pharrell],2
sumbody,2
stories,2
niggaz),2
elastic,2
unload,2
"dooby,",2
"nigh,",2
murderous,2
Franklin,2
Crip'n,2
half-head,2
"tragedy,",2
(Black),2
feather,2
"Lex,",2
Jennifer,2
getta,2
lissen,2
"counselor,",2
sometime,2
playful,2
"(Ha,",2
"homeboys,",2
prom,2
of...,2
dillydo,2
yea),2
jaws,2
wanna',2
"adolescent,",2
"twenty,",2
et,2
We've,2
Ghost,2
plaques,2
"blur,",2
Knowin,2
F.A.B.],2
flagging,2
Longbeach,2
Freshly,2
"wizzorld,",2
"yapping,",2
(4X),2
cuffed,2
seventy,2
"belt,",2
provide,2
"Dime,",2
"Pleasure,",2
mayne?,2
ditches,2
beefs,2
heart's,2
"Twenties,",2
heezy,2
"Gang,",2
ustedes,2
doberman,2
"kizzle,",2
(Soopafly),2
dodi,2
"Soldier,",2
lurk,2
Bitch!),2
Rappin',2
mixture,2
"chaka,",2
Bleed,2
"cameras,",2
sumboby,2
waisted,2
sever,2
dominoes,2
(Layzie)],2
Russ,2
"35,000",2
Cutt,2
vomit,2
jaja),2
floatin,2
stretching,2
hearin,2
Cruise,2
"cabbage,",2
knuckleheads,2
"Kells,",2
stickin',2
advanced,2
scar,2
"falls,",2
Loc'why?,2
Robbie,2
Juanika,2
everything’s,2
muney,2
Freeze,2
shaki'n,2
hollis,2
Dpg,2
Lalala,2
dye,2
china,2
mini-skirt,2
following,2
SYFL,2
chit-chatter,2
[I,2
G-shit,2
"Memphis,",2
trustin',2
granted,2
flew,2
reinvent,2
Daz!,2
Explain,2
marathon,2
"dillydo,",2
Rugged,2
"gangbanger,",2
is...PUMP,2
Security,2
nagging,2
Bug,2
convinced,2
over...,2
gong,2
"what?),",2
"written,",2
sparked,2
zipper,2
"thief,",2
somthing,2
matching,2
"forget,",2
(ruff,2
eat!,2
tucked,2
charges,2
twins?,2
ese,2
"smash,",2
traitaz,2
Strictly,2
destroy,2
Blunts,2
(what?,2
Strip,2
flattery,2
stylin,2
pup,2
singin,2
dats,2
"pager,",2
Desert,2
piss-ass,2
"guns,",2
bruise,2
sizzle?,2
Fortune,2
"of,",2
swirl),2
"hoochie,",2
tipsy,2
banners,2
don'tcha,2
reconize,2
muthaf*ckaz,2
do],2
commisary,2
(fa,2
"Forever,",2
Sinatra,2
PG,2
"pay,",2
it...),2
fork,2
Indeed,2
enjoyin',2
uh!,2
[repeat,2
BOZ,2
Swisha,2
Devour,2
helps,2
Chanel,2
"nose,",2
culture,2
Handled,2
awfully,2
Coup,2
clit,2
rangers,2
belled,2
tokin',2
Booyaka,2
"recollect,",2
Rebuke,2
"crash,",2
então,2
Commissioner,2
gaming,2
"25,",2
Shes,2
jelly,2
Hos,2
pimpish,2
frantic,2
imitation,2
reasonable,2
"tits,",2
"ology,",2
'caine,2
"flesh,",2
slowest,2
tengo,2
stripped,2
answers,2
O'Jays,2
clashes,2
"play-by-play,",2
game;,2
sleazy,2
(blow),2
"""Take",2
rowdy),2
Pleasure,2
"cheeto,",2
Africans,2
funeral,2
flow?,2
Stompin',2
laughed,2
lacca,2
English,2
MOTHERF*CKER!),2
"devils,",2
overstuffed,2
one(gun,2
"Dizzle,",2
real'a,2
[Breakdown],2
comprehend,2
gangstaville,2
themselves,2
"""There",2
B****,2
hollin,2
sours,2
yessir,2
goons,2
Bonnie,2
facin',2
Makin,2
"Unit,",2
vibes,2
"evil,",2
during,2
one-beat,2
crawl?,2
ST,2
"drown,",2
"Mami,",2
Gorillaz,2
Man),2
"hail,",2
Ruger,2
(whoah),2
convince,2
dresser,2
Tyra,2
Buddha,2
tee,2
Days,2
maid,2
"gee,",2
Darren,2
flack,2
Bruce,2
"Sun,",2
Actin',2
dammit.,2
devotion,2
"Drinkin',",2
"styles,",2
procrastinate,2
Slim),2
Tearin',2
"forward,",2
Private,2
cellular,2
addicts,2
Mackin',2
keys?,2
drip-drop,2
wantin,2
bam,2
Gangsta-playa,2
"Psyche,",2
st-iz-op,2
"fever,",2
lint,2
tin,2
(I'm),2
"(countdown),",2
could've,2
(Rolling),2
huffin,2
glove,2
skitta,2
mistakes.,2
soak,2
Lakas,2
talking',2
Detroit?,2
O.D.,2
lightin',2
knowhat,2
(thank,2
realize?,2
kitty,2
Bs,2
nines,2
Hung,2
Angie's,2
civilized,2
izzzup,2
calf,2
nizzle,2
Hat,2
ditching,2
"doin'""",2
blowin?,2
cornball,2
"longer,",2
Suckin',2
"zoo,",2
"Nas,",2
hardwood,2
Victory,2
plaque,2
"groovin',",2
attract,2
"puss,",2
violate,2
Peeps,2
"uncut,",2
houses,2
"daughter,",2
Vision,2
spare,2
3/1/02,2
"spoiled,",2
Deee-,2
stick-up,2
Chill,2
Bee-yah,2
What'd,2
"(DPG,",2
dazed,2
cheer,2
colored,2
ryhmin',2
sky.,2
jarabe,2
footage,2
Swinging,2
eats,2
CREAMy,2
sidekick,2
feeding,2
Swag,2
Handles,2
turbo,2
Tookie,2
"mayne,",2
"Check,",2
"concern,",2
"bouncin',",2
gang-banging,2
speek,2
"wild,",2
"Tray-Dee,",2
turnin,2
"blessings,",2
tats,2
ki's,2
Loc'll,2
followin,2
cona,2
"greens,",2
d-o-g,2
avoid,2
"Whatever,",2
59th,2
"Club,",2
(shit,2
b-b-b-b-b-boy,2
forgiven,2
truth?,2
[Snoop's,2
"leader,",2
"rappin',",2
"Original,",2
poser,2
"61st,",2
Ronald,2
"script,",2
Tighter,2
"Um,",2
splatter,2
boogers,2
naggin',2
anti-rap,2
knapsack,2
BITCH,2
commotion,2
D-O-double-gi-zee,2
boundaries,2
navy,2
hired,2
a'ight,2
bet',2
"""see""",2
(bust),2
"Britney,",2
torpedo,2
blue-in,2
forgiveness,2
Yellow,2
'80s,2
S-N-Double-O-P),2
perish,2
hosting,2
"(what?),",2
Sixx,2
"ballin,",2
burden,2
Bottom's,2
11-Jul,2
winna,2
Texxus),2
"found,",2
composed,2
"London,",2
stretched,2
lobby,2
weary,2
(Here,2
"Gangstas,",2
sicker,2
Streets,2
races,2
Ooooh,2
Worst,2
stunt,2
skid,2
Save,2
impala,2
"mess,",2
Yessir,2
zippa,2
CP3,2
neckline,2
weird,2
(sexy,2
fitty,2
"speed""",2
"nothin,",2
Yeah;,2
tous,2
nous,2
"T-O,",2
Dedicated,2
Law,2
"folds,",2
Rockin,2
"asleep,",2
(Okay),2
hates,2
unacceptable,2
gimp,2
(Somebody,2
"they're,",2
Pause,2
underneath,2
preparin',2
born...,2
chips!,2
Prove,2
Illy,2
Expect,2
à,2
blessins,2
(hah),2
L.A,2
[Nas,2
'Doggystyle',2
quota,2
blunder,2
Specially,2
Zest,2
drivebys,2
YaknowhatI'msayin?,2
buttons,2
neva',2
"cease,",2
"won't""",2
tortoise,2
Royce,2
boi,2
cop?,2
Leanin',2
lust,2
Quik?,2
sé,2
flossy,2
positivity,2
"Tina,",2
"Tone,",2
"Wonder,",2
high-grade,2
wannabes,2
"skip,",2
Supposed,2
rizzide,2
(C-I-X),2
"Monday,",2
"Day-tonas,",2
"finest,",2
(Part,2
Grammy's,2
"Booyaka,",2
Ya'll),2
"""damn,",2
Y-you-you-you,2
"Beatz,",2
"site,",2
"sittin',",2
botherin',2
Deville,2
"tha,",2
freak),2
Dogg/C-Murder],2
molasses,2
step-dad,2
deejay,2
"Wait,",2
respectin',2
Tattoo,2
gutters,2
twenty-four,2
Back-talk,2
spirits,2
pulse,2
bouncers,2
dresses,2
[Alien],2
Herb,2
"Z,",2
D-Banner,2
"Will,",2
yak,2
"Eiht,",2
Continue,2
No),2
chickenhearts,2
'sup,2
butterfly,2
lickin,2
envision,2
Gladys,2
"buried,",2
dum,2
crowned,2
"skies,",2
"necessary,",2
"busta,",2
mashers,2
recording,2
Side's,2
"ceiling,",2
gang-bangin',2
organization,2
whaaat,2
wooda,2
"ones,",2
reloaded,2
Somewhere,2
Waved,2
"Stone,",2
Casa,2
"shower,",2
"later""",2
Rubies,2
"rats,",2
"tecnique,",2
hair's,2
leanin?,2
Akon!,2
"Game,",2
regulate,2
sider,2
"teacher,",2
"""just",2
"kumbaya,",2
please),2
Shabba-dooba-dee-da-dee,2
jive,2
fells,2
"Ahh,",2
"Gators,",2
fives,2
BANG!),2
(man,2
"busy,",2
example,2
"Shocker,",2
I'm),2
Sent,2
Whitehouse,2
bob,2
Addicted,2
(plus,2
this:,2
ow,2
bullshitting,2
justice,2
debate,2
(Hold,2
OH,2
lined,2
Tek9,2
(track),2
york,2
carin',2
Lately,2
o.g.,2
track.,2
cursed,2
real.,2
"Spanish,",2
emoji,2
Hov,2
bluff,2
bite?,2
"bandana,",2
girlies,2
DeBarge,2
saying),2
"ballers,",2
"inches,",2
sanked,2
scopin,2
healing,2
quienes,2
"R,",2
see-walkin',2
max,2
matters,2
comb,2
"""Do",2
cleared,2
Union,2
"Make,",2
Gangster's,2
lyricist,2
blueberry,2
"J's,",2
"Whites,",2
sweated,2
"slug,",2
guns!,2
invest,2
heat's,2
"offers,",2
"Shinin',",2
unlisted,2
"Beverly,",2
"banks,",2
(y,2
G-ride,2
"enemy,",2
"consumers,",2
"keeps,",2
spanky,2
"gats,",2
uh.,2
halls,2
fo-fo,2
Guide,2
thanksgiving,2
rotates,2
"makes,",2
dank?,2
heeta,2
Craig,2
bowin',2
Cs,2
gota,2
heat),2
suspension,2
Yowhooow,2
Eatin',2
telephone,2
Pete,2
"Aww,",2
"bangin,",2
Dial,2
fo-fives,2
"killa,",2
witnesses,2
fury,2
"shopping,",2
"casualties,",2
"lock,",2
doob,2
"wine,",2
"Paulo,",2
clocked,2
Cat,2
discussin',2
"playin',",2
meanin',2
"chillin,",2
tolerate,2
Marlboro,2
hut,2
string,2
coroner,2
Snatchin',2
"Turner,",2
Smalls,2
basement),2
Givin',2
settling,2
judges,2
hands),2
(Brrr,2
costs,2
puss',2
absorb,2
film,2
Sounding,2
"public,",2
peels,2
restack,2
"Hustlers,",2
Army,2
Toast,2
promo,2
uh...,2
fragrance,2
"Busta,",2
postin',2
me;,2
perms,2
GT,2
"trunk,",2
(RRUFF),2
"Rollin',",2
"shit!),",2
Watched,2
(Lemme,2
Blazin,2
S.,2
mentally,2
L's,2
"Dip,",2
drama),2
bikes,2
willie,2
ducked,2
caper,2
"brake,",2
"shaking,",2
prescription,2
clinton,2
"diamonds,",2
ba,2
superman,2
"Trust,",2
"Kobe,",2
"Reality,",2
"ties,",2
"Coke,",2
HOO),2
niggas...,2
where?,2
nuff,2
ceilin',2
ben,2
(sit),2
"Hennesey,",2
painters,2
DJ's,2
Shame,2
to',2
"struggling,",2
sí),2
Ohio!,2
low-rider,2
Asian,2
Encounter,2
"Wiggle's,",2
porn,2
buyin,2
fo'?,2
whe-el,2
"both,",2
Switch!,2
cooler,2
merchant,2
"making,",2
"Bones,",2
federal,2
Achieve,2
"you-you,",2
(ah),2
tal..king..,2
"herdy,",2
"biatch,",2
incase,2
trash,2
marble,2
"Crenshaw,",2
limos,2
starvation,2
dinosaur,2
birdies,2
sprinkled,2
"gat,",2
Rozay,2
Uz',2
approached,2
"places,",2
Charge,2
gumbo,2
factors,2
arrow,2
America,2
dogg),2
big-ass,2
gangstaz,2
Rad,2
Settin,2
biatch!,2
celebration,2
"stash,",2
customer,2
icky!,2
dawg),2
w,2
perhaps,2
Boone,2
wasnt,2
"rhymes,",2
toot,2
sacs,2
Nada,2
"banging,",2
Chest,2
systems,2
"loyalty,",2
sec,2
"makas,",2
Stoplight,2
'G,2
Dennis,2
Mista,2
surviving,2
wardrobe,2
"insane,",2
"grace,",2
Flyin',2
sportin',2
pupils,2
Kate,2
avión,2
evidence,2
"Dodgers,",2
Bringa,2
(Zip),2
midst,2
Locked,2
kids',2
plank,2
"smack,",2
O.,2
"Suge?""",2
hostility,2
Ah-yo,2
partying,2
massacre,2
qualify,2
graduating,2
Mexican,2
yu,2
"clear,",2
Shaking,2
(momma!),2
Waist,2
vocals,2
"Prince,",2
spaghetti,2
weak-ass,2
Larger,2
"millions,",2
mislead,2
unconscious,2
"it?""",2
"ninety-six,",2
paces,2
mashin',2
teary,2
"delinquent,",2
Saved,2
royal,2
swap,2
pic-a-nic,2
(Silky,2
Malik],2
(gun,2
"peel,",2
(gone),2
"shoulda,",2
D.J.,2
whoot,2
(Bitch,2
rolling?,2
gunshots,2
Baptist,2
"bubba,",2
victory),2
Undress,2
"balla,",2
boogie-oogie-oogie,2
(I'mma,2
Problem,2
Russians,2
D.J.?,2
Virginia,2
lightweight,2
Dom,2
"handle,",2
break?,2
(D-O-double-G),2
chaser,2
Baller,2
oggie,2
dreds,2
Whattup,2
patty-wack,2
Don’t,2
"V,",2
Tearing,2
[Layzie],2
resteraunt,2
raggin',2
Ren-incarnate,2
nonsense,2
Lunatic,2
"peep,",2
"running,",2
nobodies,2
uncut,2
graze,2
"(inhale,",2
"venture,",2
Saca,2
Que,2
bleezy,2
(woof,2
offices,2
Chew,2
thirteen,2
profession,2
see-Murder,2
flames,2
gangbanged,2
relist,2
vital,2
throwbacks,2
"fiends,",2
legs?,2
"deceived,",2
Shades,2
wetter,2
"post,",2
coldest,2
Laaaaa,2
Designed,2
lata,2
kerb,2
"daughters,",2
Fantasies,2
"weather,",2
smackin',2
tangled,2
wins,2
groupie?,2
facing,2
cocker,2
po-po's,2
mangler,2
$20 ,2
"bone,",2
trucks,2
uh...),2
softly,2
"anti-nice,",2
Sawed-off,2
Bulls,2
(Lookin',2
"aside,",2
neon,2
Ps,2
"Somehow,",2
stealas,2
11,2
thing's,2
chippin,2
"bodybag,",2
Today,2
floor;,2
"""What",2
hounding,2
R.I.P.,2
heavens,2
"booyaka,",2
battled,2
Jadakiss,2
nina,2
"raggin',",2
(Beeiyitch!),2
kool,2
"""Atomic",2
turbines,2
Cutie,2
"D-O-double-G-why,",2
exhale),2
"squabblin,",2
clowned,2
"gid-in,",2
('You,2
"hot""",2
"bustin',",2
asses,2
time-out,2
camos,2
suenas,2
"bro,",2
0-E,2
temptation,2
swine,2
Bootsy,2
"stick,",2
napalm,2
eagle,2
Pooh-Man,2
"return,",2
(biatch),2
getback,2
mosh,2
Basically,2
through),2
swearing,2
blamin',2
Rizzle,2
"hurry,",2
dizzel,2
(off,2
alligator,2
92.3,2
Ninety,2
dressin',2
Apartment,2
"glad,",2
Cook,2
"rose,",2
binds,2
forgetting,2
[Chingy],2
curls,2
raider,2
pressuring,2
axed,2
slaved,2
debating,2
Rules,2
clap?,2
borrow,2
Geekin',2
(HEY!),2
Tray:,2
"bleed""",2
Rap],2
Hustler,2
del,2
ATL,2
kit,2
[Supafly],2
nicest,2
itch,2
"pasé,",2
Puffy,2
attraction,2
rim,2
Venus,2
locced,2
No!,2
flockin',2
"""how",2
Gangsta:,2
"you-know,",2
"llama,",2
You-you,2
Batmanin'.,2
blinds,2
"misery,",2
"plate,",2
"Martin,",2
(Dr.,2
Philly,2
Visions,2
sting,2
Catnip,2
atmosphere,2
lyrically,2
soar,2
hollerin,2
Tommy),2
Capri,2
ma-dussy,2
splash,2
duckin,2
dot,2
"Halle,",2
streets),2
Every-motherf*ckin'-where,2
"mo,",2
stayin,2
aah,2
peddled,2
mind:,2
Sharing,2
lawn,2
hundred-and-twenty-first,2
emperor,2
Actin,2
"highs,",2
Tombstone,2
L.B.,2
Melvin,2
Row),2
"killing,",2
"featherweight,",2
tweeters,2
"plug,",2
cole,2
Ride!,2
Vogue,2
overlook,2
next?,2
baby!),2
"wreckin,",2
increase,2
dishes,2
situations,2
"you),",2
Rolo,2
rocket,2
(dance,2
do'),2
Marley)],2
perv,2
steroids,2
intelligent,2
(Pimp,2
win),2
"wishin',",2
c'mon!,2
"Plus,",2
booted,2
"""Pistons""",2
"bullets,",2
estate,2
devoted,2
twenty-one,2
"""Turn",2
ordered,2
'94,2
Designer,2
wan',2
shots),2
(echoes),2
much},2
dadi,2
su,2
nockin,2
feedback,2
Kane],2
Forever,2
petty,2
savagely,2
behave,2
(bitches,2
heal,2
motherf*ckaz,2
pulpits,2
hopes,2
"feature,",2
bums,2
"half,",2
sparks,2
(who),2
latest,2
"honeys,",2
"rampant,",2
Ninety-four,2
"rumors,",2
parkin,2
dentures,2
spreading,2
(Ludacris,2
"ripple,",2
talks,2
Style),2
Compatible,2
->,2
Express,2
jokin',2
penguin,2
swishas,2
bagged,2
biggie,2
composition,2
guerrilla,2
Camino,2
Surface,2
(Never,2
(Stay,2
blaka,2
"Patricia,",2
Slauson,2
"building,",2
yell,2
mammary,2
"Worldwide,",2
scout,2
"agony,",2
respond,2
response,2
fatigues,2
[Outro],2
solar,2
"cowards,",2
flashin',2
dj,2
batteries,2
(Straight,2
jellatine,2
"melody,",2
forty-fo',2
sprees,2
blurry,2
(California),2
dpg,2
airy,2
loced-assed,2
60,2
"strips,",2
Dale,2
habitat,2
singing],2
"Chingy,",2
leaving?,2
gritty,2
"bottom,",2
Grandma,2
"down,)",2
enormous,2
fillin',2
maker,2
hie,2
marriage,2
nd,2
"(Funky,",2
tangerine,2
cereal),2
(Bitches,2
Collard,2
Cos,2
"expeditiously,",2
Fly],2
"'fr-iz-aid,",2
"Trippin""",2
Shante,2
"sweatin',",2
44'll,2
LA?,2
"Dippin',",2
405,2
Soopa,2
sticks,2
"""See",2
camino,2
surfaced,2
'Eazy'est,2
"Ds,",2
crashed,2
Darochee,2
Bajé,2
izzy,2
rights,2
prison,2
"C's,",2
"Amsterdam,",2
"slappin,",2
basically,2
Assume,2
"izz-L,",2
starin',2
ripped,2
pong,2
"*singing*,",2
Halle,2
boog,2
Nappy,2
carried,2
iz-ass,2
Timothy,2
skinless,2
Gangstas...,2
"rims,",2
criss,2
"independents,",2
fatalities,2
"flag,",2
Passin',2
"quickness,",2
comeback,2
"sprung,",2
promote,2
ridin?,2
"houses,",2
fitted,2
pop',2
run?,2
"Heaters,",2
thing?,2
elementary,2
"sellin',",2
hand's,2
(Sadie?),2
"Move,",2
"natural,",2
fuzz,2
Time's,2
dunk,2
Mars,2
stackin,2
"Clyde,",2
hoe's,2
Hoo-yu-ken!,2
teacher,2
clock),2
ins,2
bred,2
Using,2
Rat,2
discs,2
(wood),2
Larry,2
loungin',2
"snaps,",2
grown-ass,2
grandma,2
Moving,2
tables,2
cookin,2
D-P-G-see,2
stoppin,2
hoppin,2
hood-uh,2
"Drankin',",2
Representin',2
"(fan),",2
"to',",2
testin,2
"shooting,",2
nigga'll,2
comrades,2
"sipping,",2
"Bootsy,",2
Goodness,2
"Three,",2
confidence,2
milly,2
make?,2
gripping,2
"Dope,",2
fight),2
"tax,",2
[You,2
Bear,2
ended,2
percolatin,2
groomed,2
"drenches,",2
scrumptious,2
"bitch!""",2
mighta,2
"dimensions,",2
"pista,",2
Built,2
hmm),2
Rain,2
(oww),2
rollerskating,2
"Artest,",2
Usually,2
"sometimes,",2
locking,2
Remember),2
(hahaha),2
Heavenly,2
Hips,2
whinin',2
nationwide,2
"ballin',",2
actors,2
snitchin,2
Bud,2
curly,2
tele,2
나를,2
dynamic,2
"Musta,",2
Carol,2
ludda,2
retriever,2
Gamey,2
starters,2
Splat!,2
sabes,2
"""It's",2
"mamasita,",2
"Victory,",2
deaf,2
beeeitch!,2
underrated,2
woulda,2
allies,2
loan,2
mowed,2
deez-nick,2
Waste,2
seated,2
Shots,2
"kick,",2
Hutch,2
playa-hater,2
"proposition,",2
"mastering,",2
AK-47,2
"Row-ow,",2
"hustlin,",2
huntin,2
(ay),2
squeakin',2
robbery,2
hon-cho.,2
forced,2
joyful,2
Playa!,2
champ,2
casa,2
'Ghetto,2
conceited,2
surround,2
imagination,2
Dress,2
slamming,2
liqour,2
Rizzow,2
"Soldiers,",2
"heezy,",2
reppin,2
seesaw,2
Playin',2
(blaow,2
Doggy-Dogg,2
Away,2
Abran,2
[What,2
drifter,2
crackers,2
Greenleaf,2
"heist,",2
growth,2
"Celebrate,",2
Cheri,2
earrings,2
paper-chasin,2
"glare,",2
homie?,2
wished,2
Oz),2
"staff,",2
scrappy,2
"chase,",2
[50,2
stool,2
"stoppin,",2
(pray,2
layed,2
bleep,2
Dizzude?,2
E-40!,2
loccs,2
"motherland,",2
"done"",",2
"feedback,",2
puffed,2
willin,2
go..,2
fingertips,2
what-what-what?),2
b.g.,2
Bye,2
Miller,2
strategic,2
"dove,",2
"Cocksuckers,",2
sagging,2
GO,2
Eating,2
Milk,2
bitch;,2
Tokyo,2
on't,2
Y'know,2
"Troutman,",2
throats,2
quitters,2
dale,2
Format,2
side),2
