artist,song,lyrics
___Or do this like punks and punk it out
___Pull your strap on me, n*gga, you better kill me!
___Thug life, baby. Thug Luv
___
___I'll probably be punished for hard living, blind to the facts:
___Thugs is convicts in God's prison, hands on the strap
___Praying so Father please forgive me! Police be rushing when they see me
___I flaunt it: America's Most Wanted, live on T.V
___Life: pleasure and pain, stuck in this game, holler my name!
___We all gon' die, we bleed through similar veins
___Please explain to me, now. Don't panic when my guns burst
___Heard the last jam, n*gga? This one's worse!
___My n*gga Bone held the chrome 'til I came home
___Thug Luv players tell these bitch n*ggas ""bring it on""
___I caught a plane out to Cleveland late last evening
___To help my n*ggas clean up some n*ggas no longer breathin'
___Now, who do you believe in? Hit the weed and breathe
___It's a cold-ass world; n*ggas kill you in your sleep
___Watch me until they stop me, bury, murder me or drop me
___I got Thug Luv for my nationwide posse. Feel me!
___
___Little thug from the Land, n*gga, never ran
___Muthaf*ckas out to get me. They don't understand
___It's the #1 n*gga out with a nation of n*ggas
___Down to put it some work and do some dirt
___F*ckin' around with the band Bone Thugs-n-Harmony
___Follow down the road, we stroll to meet karma
___Everything I do, it seem to cause drama
___Ready for the war like a knight in my armor, bomb ya!
___So quick to test us, n*gga wanna crash me, eat dust
___For the love of the lust, n*ggas busting on us
___Hit 'em up with the buck, 12-gauge eruptions!
___It's the Art of War, putting n*ggas on the floor
___When I'm coming through the door, bringing nothing but terror
___Causing much pain to the n*gga that dared us
___Tried to put a twist in this thugsta era. Paired up
___With a n*gga like Pac, and a n*gga like me: gotta stay high
___Thug luv 'til I die, keep my prayer to the sky
___But I'm still in the hood, smoke and fry
___So I beg the Lord save us all: escapers of misery
___Bless my n*ggas in penitentiaries, soldiers of the century, yeah
___
___Here to get it, told my n*ggas they need get the hell
___Down with the dirt, and we don't f*ck around
___Buck a couple a rounds, and if your passing through
___Then hit the ground and don't get caught up in the crossfire, n*gga
___Artillery thick, and you don't wanna get to f*cking with this
___I'm straight devil, not a punk and pretend
___I reload, buck a little mo'
___Flee the scene 'fore the po-po even know
___""So, who ya looking for?"" They don't know!
___A mothaf*cka with a leatherface
___Hey, man, she said I ran this way, said I ran that a way
___Ya hoes'll never know because I got away
___A criminal mind to keep a n*gga on the level
___Sometimes I get high and analyze your crime
___Correctly organized and with results, you'll be surprised
___
___Oh, n*gga, can you feel the vibe? We can ride
___Playa hating n*ggas, you got to die, it's only right
___It's over with Bone, better leave it alone
___Mo Thugs come crack their f*ckin' domes
___Still in the hood, where the thugs play
___F*ckin' with nothing but thugs, mane
___Ain't taking no shorts or no losses
___We cracking them domes around my way
___Give it to 'em on another level, n*gga, get a shovel
___You can dig a hole; bitches is dead!
___Infrared to your head. You can beg, you go fled
___But still gonna bleed bloody red
___F*ck with mine, we'll be seen in the moonlight
___'Cause we out riding, looking for you
___Better run for cover, n*gga, duck!
___We about to bust. Straight got the infrared, put it on his forehead
___Makes a move, send flowers straight to his home
___Put a card in the muthaf*cka, send it to his mama
___Tell her he was dead wrong, dead wrong, now he long gone, long gone
___
___Pac Pac run with us, run with us, run with us!
___Pac Pac run with us! Pac and Rip with Thug Luv
___Pac Pac run with us, run with us, run with us!
___Pac Pac run with us! Pac and Rip with Thug Luv
___Pac Pac run with us, run with us, run with us!
___Pac Pac run with us! Pac and Rip with Thug Luv
___Pac Pac run with us, run with us, run with us!
___Pac Pac run with us! Pac and Rip with Thug Luv"

Tupac+Shakur,"Part 2w/ 2Pac, Jon B.","[Jon B.]___Johnny ""J"", 2Pac, Jon B.______[2Pac]___Part 2___This is for all the homeboys who couldn't get their happy home___As long as one of us got it some of us got it___Stay down for me, hold on______Verse 1:___Sometimes you made me feel like I wasn't good enough for you___So I punished us both and didn't stay true___So much pain I know I've caused you___Truly I'm sorry every day that I'm away girl___Things went down that just don't make sense___Time and place is all now irrevelant___Cause I'm still thinking about the love that's gone___Morning, cooking breakfast back at home______Chorus:___I never meant for this to end___But we couldn't just let it go again___We broke up, it's been years and we can't turn back___But I still remember my happy home, home, home______2Pac:___Goin' through hard times, ghetto child of mine___I wonder if you have to suffer for your father's crimes___To be honest, it's a hard role just to keep up your faith in God___Knowing you'll get scared though___Look at him walking and talking, a little child with my eyes and mouth___Father watch over little seeds, help me guide them out___Had to change my whole lifestyle___Married my baby's momma, made her my wife now___I'm tryin' hard y'all, maybe in time I'll be a better man___Watching older couples, handle it like veterans___Show me the meaning of forever and together we rise___If it'll help our child grow then together we die___Why question my love, it's so easy to see___Without my family all I'm left with is a shadow of me___After all the arguments and the nights alone___Now it's time to live the good life______[Chorus]______Verse 2:___I wonder what you must feel like now you know___That I'm having a seed with someone else___I didn't plan it to be this way___But things happen with time___And you know, time don't wait for nobody baby Oh, now I gotta handle my responsibility___Even though you still mean so much to me___Baby I can't say enough that I'm sorry___Oh, I never meant______[Chorus]____________"

Tupac+Shakur,Static I [Remix 1],"""2Pac, 2Pac go ahead""
___Static is the last thing ya need when ya see me
___""2Pac go ahead and rock, 2Pac, 2Pac""
___""2Pac go ahead, 2Pac""
___Static is the last thing ya need when ya see me
___
___I'm smokin' these n*ggas like they indo
___Breakin' em' like they windows, and still they with
___Until they get a whiff of this shit that I kick
___And if they ever had a notion to stop me
___Shoot cha' best shot and get dropped with ya posse
___n*gga I got the Motts
___I thinkin' the amount, a lot I got
___More than you can hot
___I'm rockin' the spot so now they jock
___Come, come and get dropped
___2Pac ain't trying to hear it
___I can swing it at cha' rock
___I'm swearin' that cha' not so hot
___Static is the last thing ya need when ya see me
___Better have a bat or a gat to defeat me
___n*gga, I'm a whole posse rolled into one shot
___Takin' all ya got, while ya girl gets hot and rocks the spot
___Pure, funky flavor with the gift that only God gave
___All the way to my grave, I'd rather die than be a slave
___Slaves come as dope dealers, some come as addicts
___Some come to run while the other cause static
___
___""2Pac, 2Pac go ahead""
___Static is the last thing ya need when ya see me
___""2Pac go ahead and rock, 2Pac, 2Pac""
___""2Pac go ahead, 2Pac""
___Static is the last thing ya need when ya see me
___
___I'm smokin' these n*ggas like they indo
___Breakin' em' like they windows, and still they with
___Until they get a whiff of this shit that I kick
___And if they ever had a notion to stop me
___Shoot cha' best shot and get dropped with ya posse
___n*gga I got the Motts
___I thinkin' the amount, a lot I got
___More than you can hot
___I'm rockin' the spot so now they jock
___Come, come and get dropped
___2Pac ain't trying to hear it
___I can swing it at cha' rock
___I'm swearin' that cha' not so hot
___Static is the last thing ya need when ya see me
___Better have a bat or a gat to defeat me
___n*gga, I'm a whole posse rolled into one shot
___Takin' all ya got, while ya girl gets hot and rocks the spot
___Pure, funky flavor with the gift that only God gave
___All the way to my grave, I'd rather die than be a slave
___Slaves come as dope dealers, some come as addicts
___Some come to run while the other cause static
___
___""2Pac, 2Pac go ahead""
___Static is the last thing ya need when ya see me
___""2Pac go ahead and rock, 2Pac, 2Pac""
___""2Pac go ahead, 2Pac""
___Static is the last thing ya need when ya see me
___
___""2Pac, 2Pac go ahead""
___Static is the last thing ya need when ya see me
___""2Pac go ahead and rock, 2Pac, 2Pac""
___""2Pac go ahead, 2Pac""
___Static is the last thing ya need when ya see me
___
___""2Pac, 2Pac go ahead""
___Static is the last thing ya need when ya see me
___""2Pac go ahead and rock, 2Pac, 2Pac""
___""2Pac go ahead, 2Pac""
___Static is the last thing ya need when ya see me
___
___""2Pac, 2Pac go ahead""
___Static is the last thing ya need when ya see me
___""2Pac go ahead and rock, 2Pac, 2Pac""
___""2Pac go ahead, 2Pac""
___Static is the last thing ya need when ya see me
___
___""2Pac, 2Pac go ahead""
___Static is the last thing ya need when ya see me
___""2Pac go ahead and rock, 2Pac, 2Pac""
___""2Pac go ahead, 2Pac""
___Static is the last thing ya need when ya see me"

Tupac+Shakur,"Loyal to the Gamew/ 50 Cent, Young Buck, Lloyd Banks, G-Unit","I'm loyal to the game
___
___Now I've got task on a n*gga's ass
___Tell me will they blast me
___I think of an alias in case these crooked bitches ask me, now
___It's gettin' crazy after dark
___These narcs be like tryin' to shut me down but I'm too smart
___Now picture me scared of the penetentiary
___I've been movin' these things since the days of elementary
___Now tell me what ya need when ya see me
___I'm stackin' G's buyin' all the things on TV, believe me
___I got some killas on my payroll and they know
___When it's time to handle business n*gga lay low
___Although I'm young I'm still comin up
___I'm gettin' paid pullin' razors on n*ggas when they runnin' up
___The first to pull the strap when there's drama
___Buster you ain't heard?
___I been slicin' motherf*ckers since I lost my mama
___There ain't a cop that can stop me
___My posse is cocky and they don't wait until they drop me
___I'm loyal to the game
___
___I do my thing respect my hustle I ain't playin'
___(n*gga I'm loyal to the game)
___You get in my way and I cock and pop that thing
___(Man I'm loyal to the game)
___If you know what I know then you know I ain't playin'
___(I'm loyal to the game)
___n*gga get in my way and I'll blow out your brain
___
___Possessed by the streets you can't tell me that this ain't home
___I can't eat if the rest of this shit ain't gone
___I'm gettin' used to the needles on the bathroom sink
___Gotta close my door because the bathroom stink
___See, daddy don't work, and mama don't drink
___But daddy do dope, and mama can't think
___So look like I'mma be the man of the house
___Gotta have somethin' to put in the air when it's out
___Up early in the mornin' the first to get it
___They say if you really want it then come on with it
___Sacrifice my life for this ice and these cars
___And I only spent 30 days behind bars
___I ain't never had a job but my rent got paid
___I handled any beef that they sent my way
___So send me to the pen but you know I won't change
___It's thug in my veins
___I'm loyal to the game
___
___I do my thing respect my hustle I ain't playin'
___(n*gga I'm loyal to the game)
___You get in my way and I cock and pop that thing
___(Man I'm loyal to the game)
___If you know what I know then you know I ain't playin'
___(I'm loyal to the game)
___n*gga get in my way and I'll blow out your brain
___
___Yeah
___It ain't my fault I came up fast
___And your the name n*ggas bring up last
___And all the dames get a king up ass
___10 grand on every ring I flash
___Deep frog--and I'mma have to fling your ass
___I'm on the block where it's scorchin' hot
___If you get caught in the crossfire they have to throw you off the block
___I get 'dro by the pickle jar
___These broke n*ggas wanna get the star
___So I don't keep the four-nickel far
___My lips is zipped I'm loyal to the game
___Bring your bitch around me I'm spoilin' her brain
___Get more slugs to boil in your frame
___Cause you got rocks and they got aluminum foil for a chain
___The paint's the same color as oil in the Range
___I'm stingy ain't got nothin' for you but some change
___I'm good now but the fact still remains
___That the struggle that I'm from is attached to my name
___
___I do my thing respect my hustle I ain't playin'
___(n*gga I'm loyal to the game)
___You get in my way and I cock and pop that thing
___(Man I'm loyal to the game)
___If you know what I know then you know I ain't playin'
___(I'm loyal to the game)
___n*gga get in my way and I'll blow out your brain
___
___Heh
___YA!
___2Pac's in this motherf*cker!
___Uh!
___G-Unit in the motherf*ckin' house
___50!
___Banks!
___Buck!"

Tupac+Shakur,"Me and My Homiesw/ Snoop Dogg, Nate Dogg","[Chorus]
___Me and my homies tho
___You know we kick it like everyday
___Me and my homies, kick it like everyday
___
___[Nate Dogg]
___But I'm alone in my room
___And I don't have no one to talk to
___I catch a girl with my phone
___And cause some folks who know what I go through
___After I smoke a joint, come on
___To keep my temper low
___I parlay with my friends
___There's really no where else to go
___
___[Chorus: x2]
___
___[2 Pac]
___I ain't shit without my homeboys
___Rather be buried, then see us party
___Keep it close to my heart
___Cause we the ones that got the shit started
___You recollect, we used to bust on snithces
___Nobody come before my n*ggas, f*ck all y'all bitches
___All my homeboys are self sufficient
___So be suspicious of your scandalous tricks
___Got the police taking our pictures
___Love to hang out on the corner but we known to ride
___Me and my motherf*cking homeboys down to die
___For each other, cause we closer than brothers
___Its like you came in, no forgetting the party popping
___When my squad walks in
___Throw up your hands baby buy me a drink, stop acting phony
___Don't forget to bring something for all my homies
___To know me is to love a thug n*gga to the fullest, ducking bullets,
___Snatching guns when these trick n*ggas pull it
___Handle my business like a professional, the whole world knows me
___But I ain't shit without my f*cking homies
___Me and my f*cking homies
___
___[Chorus]
___
___(Me and my homies)
___Constantly we mash
___(Me and my homies)
___Gotta make that cash
___(Me and my homies)
___There's no need to ask
___(Me and my homies)
___We are still the best
___
___[Repeat: x8]
___(thats my homeys)
___Thats my homeys
___DPGC homeys
___
___[Chorus]"

Tupac+Shakur,Ain't No Fun (If the Homies Can't Have None)w/ 2Pac,"You're back now at the jack-off hour this is DJ, Eazy Dick
___On W-Balls, right now, something new, by Snoop Doggy Dogg
___And this one goes out to the ladies, from all the guys
___A big bow wow wow, 'cause we gonna make it a little mystery
___Here tonight, this is DJ Eazy Dick, on the station that
___Slaps you across your fat ass, with a fat dick
___
___When I met you last night baby
___Before you opened up your gap
___I had respect for ya lady
___But now I take it all back
___Cause you gave me all your pussy
___And ya even licked my balls
___Leave your number on the cabinet
___And I promise baby, I'll give ya a call
___Next time I'm feeling kinda horny
___You can come on over, and I'll break you off
___And if you can't f*ck, that day, baby
___Just lay back, and open your mouth
___Cause I have never
___Met a girl
___That I love
___In the whole wide world
___
___Well, if Kurupt gave a f*ck about a bitch I'd always be broke
___I'd never have no motherf*cking indo to smoke
___I gets loced and looney, bitch you can't Do Me
___Do we like BBD, you hoochie groupie?
___I have no love for hoes
___That's something I learned in the pound
___So how the f*ck am I supposed
___To pay this hoe, just to lay this hoe
___I know the pussy's mines, I'ma f*ck a couple more times
___And then I'm through with it, there's nothing else to do with it
___Pass it to the homie, now you hit it
___Cause she ain't nothing but a bitch to me
___And y'all know, that bitches ain't shit to me
___I gives a f*ck, why don't y'all pay attention
___Approach it with a different proposition, I'm Kurupt
___Hoe you'll never be my only one, trick ass bitch!
___
___It ain't no fun, if the homies can't have none
___
___Guess who back in the motherf*cking house
___With a fat dick for your motherf*cking mouth
___Hoes recognize, n*ggas do too
___Cause when bitches get skinless and pull a voodoo
___What you gon do? You really don't know
___So I'd advise you not to trust that hoe
___Silly of me to fall in love with a bitch
___Knowing damn well, I'm too caught up with my grip
___Now as the sun rotates and my game grows bigger
___How many bitches want to f*ck this n*gga named Snoop
___Doggy, I'm all the above
___I'm too swift on my toes to get caught up with you hoes
___But see, it ain't no fun, if my homies can't get a taste of it
___Cause you know I don't love em
___
___Whoa!
___Hey, now ya know, inhale, exhale with my flow
___One for the money, two for the bitches
___Three to get ready, and four to hit the switches
___In my Chevy, six-fo' Rad to be exact
___With bitches on my side, and bitches on back
___So back up bitch 'cause I'm struggling, so get
___Off your knees and then start juggling
___These motherf*cking nuts in your mouth
___It's me, Warren G the n*gga with the clout
___
___
___It ain't no fun, if the homies can't have none"

Tupac+Shakur,Big Pimpin'w/ 2Pac,"Woke up one morning out some bomb ass cock
___My dick kinda limp so I cruise around the block
___Call my cousin Snoop as I swoop in the Coupe
___Stop by my homey Dru house to puff on the loop
___Seen my little homey Style who I ain't seen in a while
___Damn near gone, floatin on cloud one-nine
___Liquor sto', so I grab some mixed gin and juice
___Got a quarter pound of bud so I'm f*cked up two
___Seven, eight, nine ten eleven twelve
___Bailed back in the crib (For what?) Because I'm all-in
___Conversated then I dug the hoe out
___I fixed me some food, then go the hell out
___Two A.M. on the dizot, I pause and I stizop
___I reminisce on that ass that I rizocked
___Now I'm high as a kite
___Yeah, and I'm feelin alright
___Four A.M. as I stoll back to my crib
___To see what's with my woman and my newborn kid
___
___With my mind on my money and my money on my mind
___We do this everyday about the same time, beyotch!
___
___I was at the park one day, that's when I saw her face
___She looked kind of cavi to me
___But when I take her home, and tap that ass I'm gone
___I'm just a dog don't blame me
___
___Now do I love them hoes? (HELL NAW!)
___And why is that? (Because you're Snoop Doggy Dogg!)
___(And you never gave a f*ck about a bitch;
___'Cause to you, bitches ain't shit but hoes and tricks)
___Ha hah, dee dee dadi dadi dah
___Listen to the sounds from my n*gga Doggy Dogg
___Slidin through the city in the rag six-fo'
___Hoppin like a motherf*cker tryin to find a hoe
___Hittin all the spots but I'm comin up blank
___I'm headed to the liquor store to get myself some drank
___Parks my ride as I, steps inside, as I
___Puts my nine double-M to my side, as I
___Continue with my mission
___Pussy is my dish and I'm fishin, wishin
___Upon a star, to come up on some ends
___But she caviar, and I let her bet her pussy
___So I can get my pimp on
___'Cause my pen gets my pimp on from G to ozone
___
___I have pimped my pen, on cold Michigan nights
___And the bitch didn't freeze up on me, when I wanted her to write it
___I have pimped my pen in the hot California sun
___And the bitch didn't drip, smell, or run
___As she turned the trick pages, from looseleaf to zig-zags
___I have pimped my pen and she is number one in my stable
___For I have yet not got a refill, for her
___I love her that's why she keeps, performing for me
___I have pimped my pen, and she is number one, in my stable
___Pleasure, is the treasure that the girl sells all day
___Pleasure is the reason that she brings daddy his cash
___Dedicated the hoe, dedicate for sure
___Dripping willows on satin pillows
___Love is being checked, from a hoe
___Dead presidents still getting their f*ck on
___I'm so happy because ain't nothing like a lollipop
___That gets sucked, ALL day long
___A tangy, little candy drop
___I love it when she brings me the pay
___Dedicated like everyday... to the sunshine
___Yeah my hoe brings me mine
___For like she says she does
___And I believed her when I accept it
___Yeah I got pimp bones in my body
___And I rock them, like la-di-da-di
___I rock them, mighty hardy, like la-di-da-di
___I got pimp bones in my body"

Tupac+Shakur,Do What I Feelw/ 2Pac,"Now here's the perfect niche to let it bubble and foam 
___Wait these seconds then watch the microphone get blown 
___It's the mischievous, lyrical genius on the loose 
___And I pack the deuce deuce of some act right juice 
___I'm in my own, space and time 
___The elevation of my rhymes elevates your mind 
___It's a clear blue sky and a clear blue day 
___Foe a G from DPG to wear clear blue and gray 
___I come I came, I am I ain't 
___The n*gga ya wants ta f*ck with, get peeled like paint 
___Bottoms up, n*gga give it all ya got 
___From the bottom to the top or get shanked get shot 
___Provocative footage, of this lyrical abuse transgression 
___From this infectious enemy, they on the loose 
___And unstoppable, Daz 
___My motherf*ckin n*gga from back in the past 
___Now imagine yourself in a bottomless pit 
___With no way your climbin out, and this ain't the punishment 
___Deadly as crystal crack, how should I react 
___With intentions to keep on mashin, strap to strap 
___Is this my boundary from county to county? 
___Your homies want to try to soak me like Bounty? 
___Dogg Poung Gangsta all day all night 
___Partyin like a motherf*ckin now all night 
___But uhh, simple as fact I been wantin to serve your whole f*ckin crew 
___Now whatchu want to do? (Hmm, whatchu want to do? Yeah) 
___Land up your weapon slowly step in caught your homey straight slippin 
___You shoulda known from the jump n*gga that I was trippin 
___I gets to bustin (blaow blaow) you gets to duckin (blaow blaow) 
___Dogg Pound Gangsta gets to dippin in the cut 
___My performance is enormous the way that I stayed up on em 
___I catch em and let em have it what's up, with my opponents 
___I hold it down for the two and I'll be gunned down by no one 
___Forever I reign, top Dogg number one 
___My rhyme ?To some inflanable? And Doggs that's untrainable 
___Uncontainable, my mind state's so strainable 
___
___I'm a D.P.G.C. For life 
___I do what I feel and, I do what I like 
___I'm a D.P.G.C. For life 
___I do what I feel and, I do what I like 
___I'm a D.P.G.C. For life 
___I do what I feel and, I do what I like 
___I'm a D.P.G.C. For life 
___I do what I feel and, I do what I like 
___
___I hits it like shots, from the homey strap 
___I smoke indo, and I sip Cog-nac 
___Give a f*ck whatcha name is, I tell ya quick 
___Face to face, punk you can eat a dick 
___'Cause you're all out of time, out of sight 
___Out of mind, somethin I wouldn't do without a nine 
___I got a pocket full of papers and a trunk full of beat 
___Mashin all through the streets rollin wit some heat 
___I'm heated, repeat it, day after day 
___Daily survival tactics in L.A. 
___I'm on point and alert 
___With skills like a huntin expert, f*ck around and get hurt 
___Lurked, I puts in work like a chemist 
___Mentally known to cause motherf*ckin dilemmas 
___See me in black and beware 
___It's a Dogg Pound Gangsta on the loose out there 
___Now here's the kickoff, as I'm about to rip off 
___Rage is knockin lips off, travellin like a spitball, I hit y'all 
___Right between the eyes, smack dab in the middle 
___With my rhymes or my riddles, ain't got no time to fiddle 
___Faddle, dibble, dabble 
___Gotta Rock like Fraggle 
___I'm hittin so hard I'm leavin that I'm leavin em snaggled 
___Like Leon Spinks this black cat's got ya jinxed 
___F*ck around and you'll get chipped off like the Sphinx 
___Think, about it, better yet forget it 
___Uhh, play like En Vogue cause you're never gonna get it 
___The style, the flavor, the flow, the so-lo-ist 
___Hit you in a second, one two mic checkin 
___That's my lethal weapon like a chain and ball 
___I'm wreckin, shop, tech and, glock 
___Not in my pocket, no need for cock and 
___Gauges just flip the scripts and rippin pages Rage is 
___The amazin, trail-blazin 
___Flows shavin like Norelco you can't let go, hell no! 
___I'm that Lyrical Murderer 
___Stranded on the Row with my ill type flow and uhh"

Tupac+Shakur,Gin and Juicew/ 2Pac,"Heah hah hah! 
___I'm serious n*gga one of y'all n*ggaz got this ass motherf*ckin up
___Aiy baby, aiy baby... aiy baby get some bubblegum in this motherf*cker
___Steady long, steady long n*gga
___
___With so much drama in the L-B-C
___It's kinda hard bein Snoop D-O-double-G
___But I, somehow, some way
___Keep comin up with funky ass shit like every single day
___May I, kick a little something for the G's (yeah)
___and, make a few ends as (yeah!) I breeze, through
___Two in the mornin and the party's still jumpin
___cause my momma ain't home
___I got bitches in the living room gettin it on
___and, they ain't leavin til six in the mornin (six in the mornin)
___So what you wanna do, sheeeit
___I got a pocket full of rubbers and my homeboys do too
___So turn off the lights and close the doors
___But (but what) we don't love them hoes, yeah!
___So we gonna smoke a ounce to this
___G's up, hoes down, while you motherf*ckers bounce to this
___
___Rollin down the street, smokin indo, sippin on gin and juice
___Laid back [with my mind on my money and my money on my mind]
___Rollin down the street, smokin indo, sippin on gin and juice
___Laid back [with my mind on my money and my money on my mind]
___
___Now, that, I got me some Seagram's gin
___Everybody got they cups, but they ain't chipped in
___Now this types of shit, happens all the time
___You got to get yours but fool I gotta get mine
___Everything is fine when you listenin to the D-O-G
___I got the cultivating music that be captivating he
___who listens, to the words that I speak
___As I take me a drink to the middle of the street
___and get to mackin to this bitch named Sadie (Sadie?)
___She used to be the homeboy's lady (Oh, that bitch)
___Eighty degrees, when I tell that bitch please
___Raise up off these N-U-T's, cause you gets none of these
___At ease, as I mob with the Dogg Pound, feel the breeze
___beeeitch, I'm just
___
___Rollin down the street, smokin indo, sippin on gin and juice
___Laid back [with my mind on my money and my money on my mind]
___Rollin down the street, smokin indo, sippin on gin and juice
___Laid back [with my mind on my money and my money on my mind]
___
___Later on that day
___My homey Dr. Dre came through with a gang of Tanqueray
___And a fat ass J, of some bubonic chronic that made me choke
___Shit, this ain't no joke
___I had to back up off of it and sit my cup down
___Tanqueray and chronic, yeah I'm f*cked up now
___But it ain't no stoppin, I'm still poppin
___Dre got some bitches from the city of Compton
___To serve me, not with a cherry on top
___Cause when I bust my nut, I'm raisin up off the cot
___Don't get upset girl, that's just how it goes
___I don't love you hoes, I'm out the do'
___And I'll be
___ 
___Rollin down the street, smokin indo, sippin on gin and juice
___Laid back [with my mind on my money and my money on my mind]
___Rollin down the street, smokin indo, sippin on gin and juice
___Laid back [with my mind on my money and my money on my mind]
___
___Rollin down the street, smokin indo, sippin on gin and juice (beeotch!!)
___Laid back [with my mind on my money and my money on my mind]
___Rollin down the street, smokin indo, sippin on gin and juice (beeotch!!)
___Laid back [with my mind on my money and my money on my mind]"

Tupac+Shakur,Hit 'Em Upw/ 2Pac,"Yeah
___Ayo
___I think y'all gonna like this next song
___When this song drops, I want all the West coast people to give up some love when this song come up
___Y'all about to go crazy
___They try to ban this song
___They don't wanna play my song
___But they want to play Fat Boy all goddamn day
___
___(What) Come on, come on (take money)
___Come on, come on (take money)
___Come on, come on (take money)
___What's up n*ggas
___
___First off, f*ck your bitch and the click you claim
___Westside when we ride come equipped with game
___You claim to be a player but I f*cked your wife
___We bust on Bad Boy n*ggaz f*cked for life
___Plus Puffy tryin' ta see me weak hearts I rip
___Biggie Smalls and Junior M.A.F.I.A. Some mark-ass bitches
___We keep on comin' while we runnin' for yo' jewels
___Steady gunnin, keep on bustin at them fools, you know the rules
___Lil' Ceaser, go ask ya homie how I leave ya
___Cut your young ass up, leave you in pieces, now be deceased
___Lil' Kim, don't f*ck around with real G's
___Quick to snatch yo' ugly ass off the streets, so f*ck peace
___I let them n*ggaz know it's on for life
___So let the Westside ride tonight
___Bad Boy murdered on wax and killed
___F*ck wit' me and get yo' caps peeled, you know, see
___
___Grab ya glocks, when you see Tupac
___Call the cops, when you see Tupac, uh
___Who shot me, but ya punks didn't finish
___Now ya bout to feel the wrath of a menace
___n*gga, we hit em' up
___
___(Take money)
___Yes, yo, Outlaw to this mutherf*cker (take money)
___West Coast, what's up? (take money)
___What's up
___
___Get out the way yo, get out the way yo
___Biggie Smalls just got shot
___Little Moo, pass the mac, and let me hit him in his back
___Frank White need to get spanked right, for settin' traps
___Little accident murderers, and I ain't never heard-a ya
___Poisinous gats attack when I'm servin' ya
___Spank ya shank ya whole style when I gank
___Guard your rank, 'cause I'ma slam your ass in the paint
___Puffy weaker than the f*ckin' block I'm runnin through n*gga
___And I'm smokin' Junior M.A.F.I.A. in front of you n*gga
___With the ready power tuckin' my Guess under my Eddie Bauer
___Ya clout petty sour, I get packages every hour to hit 'em up
___
___Oh
___Call the cops, when you see Tupac
___Who shot me, but ya punks didn't finish
___Now ya bout to feel the wrath of a menace
___n*gga, I hit em' up
___
___Peep how we do it, keep it real, it's penitentiary steel
___This ain't no freestyle battle
___All you n*ggaz gettin killed with ya mouths open
___Tryin' to come up offa me, you in the clouds hopin'
___Smokin dope it's like a sherm high n*ggaz think they learned to fly
___But they burn motherf*cker, you deserve to die
___Talkin' bout you gettin' money but it's funny to me
___All you n*ggaz livin' bummy, why you f*ckin' with me?
___I'm a self made millionaire
___Thug livin' out a prison, pistols in the air
___Biggie, remember when I used to let you sleep on the couch
___And beg a bitch to let you sleep in the house
___Now it's all about Versace, you copied my style
___Five shots couldn't drop me, I took it and smiled
___Now I'm bout to set the record straight
___With my A.K. I'm still the thug that you love to hate
___Motherf*cker, I hit 'em up
___
___I'm from N-E-W Jers'
___Where plenty of murders occurs
___No points or commas, we bring drama to all you herbs
___Now go check the scenario
___Little Ceas' I'll bring you fake G's to your knees
___Copping pleas in de Janeiro
___Little Kim, is you coked up or doped up?
___Get your little Junior Whopper click smoked up
___What the f*ck, is you stupid?
___I take money, crash and mash through Brooklyn
___With my click looting, shooting and polluting your block
___With a 15-shot cocked Glock to your knot
___Outlaw MAFIA clique moving up another notch
___And your pop stars popped and get mopped and dropped
___And all your fake ass East coast props
___Brainstormed and locked
___
___You's a, beat biter
___A Pac style taker
___I'll tell you to your face you ain't shit but a faker
___Softer than Alize with a chaser
___About to get murdered for the paper
___E.d.i Amin approach the scene of the caper
___Like a loc, with Little Ceas' in a choke
___Gun totin' smoke. We ain't no motherf*cking joke
___n*gga, better be known
___We approaching in the wide open, gun smoking
___No need for hoping, it's a battle lost
___I got em crossed as soon as the funk is bopping off
___n*gga, I hit em up
___
___Oh oh
___Hah
___yeah
___
___We hit 'em up
___Grab ya glocks, when you see Tupac
___Come on with the next shit
___Who shot me, but ya punks didn't finish
___Now ya bout to feel the wrath of a menace
___n*gga, we hit em' up
___
___That's right
___Go
___Yo
___Y'all gotta keep this shit real"

Tupac+Shakur,How Do U Want Itw/ 2Pac,"[Chorus]
___How do you want it? How does it feel?
___Comin' up as a n*gga in the cash game
___Livin' in the fast lane; I'm for real
___How do you want it? How do you feel?
___Comin' up as a n*gga in the cash game
___Livin' in the fast lane; I'm for real
___
___Love the way you activate your hips and push your ass out
___Got a n*gga wantin' it so bad I'm bout to pass out
___Wanna dig you, and I can't even lie about it
___Baby just alleviate your clothes, time to fly up out it
___Catch you at a club, oh shit you got me fiendin'
___Body talkin' shit to me but I can't comprehend the meaning
___Now if you wanna roll with me, then here's your chance
___Doin' eighty on the freeway, police catch me if you can
___Forgive me I'm a rider, still I'm just a simple man
___All I want is money, f*ck the fame I'm a simple man
___Mr. International, playa with the passport
___Just like Aladdin bitch, get you anything you ask for
___It's either him or me, champagne, Hennessey
___A favorite of my homies when we floss, on our enemies
___Witness as we creep to a low speed, peep what a hoe need
___Puff some mo' weed, funk, ya don't need
___Approachin' hoochies with a passion, been a long day
___But I've been driven by attraction in a strong way
___Your body is bangin baby I love it when you flaunt it
___Time to give it to daddy n*gga now tell me how you want it
___(Tell me how you want it! La-dy, yeah yeah)
___
___[Chorus]
___
